proteinID,gram
A0A6B9XDE1,0
A0A6B9XDI0,0
A0A6B9XDL4,0
A0A6B9XDX6,0
A0A6B9XEH5,0
A0A6B9XEY0,0
A0A6B9XFE4,0
A0A6B9XFL5,0
A0A6B9XG93,0
A0A6B9XGV9,0
A0A6B9XH23,0
A0A6B9XHC3,0
A0A6B9XID8,0
A0A6B9XJA2,0
A0A6B9XZM0,0
A0A6B9XZM5,0
A0A6C0R016,1
A0A6C0R082,0
A0A6C0R0D5,0
A0A6C0R0U9,1
A0A6C0R196,0
A0A6C0RTQ4,1
A0A6C0RTQ9,1
A0A6C0RTR1,1
A0A6C0RTU1,1
A0A6C0RU44,1
A0A6C0RUV3,1
A0A6C0X1D8,0
A0A6C0X257,0
A0A6C1FBS2,0
A0A6C6XWC7,0
A0A6C6XYC3,0
A0A6C6XYJ3,0
A0A6C6XYW0,0
A0A6C6XZA5,0
A0A6C6XZB3,0
A0A6C6Y022,0
A0A6C6Y0H4,0
A0A6C6Y1E8,0
A0A6C6Y1I7,0
A0A6F8Z5Y5,1
A0A6F8Z5Y7,1
A0A6F8ZLE0,0
A0A6F9EW75,0
A0A6F9EW83,0
A0A6F9EWP8,0
A0A6F9EXC0,0
A0A6F9EXM2,0
A0A6F9EXZ4,0
A0A6F9EY16,0
A0A6G5P4Z8,0
A0A6G5QAI7,0
A0A6G5S769,0
A0A6G5V611,0
A0A6G5XNJ1,0
A0A6G6AGP7,0
A0A6G6XF41,1
A0A6G6XF98,1
A0A6G6XFI6,1
A0A6G6XGQ0,1
A0A6G6XGT0,0
A0A6G6XGW4,1
A0A6G6XIA6,0
A0A6G6XIF0,1
A0A6G6XIT3,1
A0A6G6XJF3,1
A0A6G6XJY1,1
A0A6G6XK17,1
A0A6G6XKT9,1
A0A6G6XKV1,1
A0A6G6XL68,1
A0A6G6XL86,1
A0A6G6XLI9,1
A0A6G6XM13,0
A0A6G6XM24,1
A0A6G6XMM6,0
A0A6G6XPZ3,1
A0A6G6XQI6,0
A0A6G6XQN1,0
A0A6G6XRE7,1
A0A6G6XRJ1,1
A0A6G6XRN8,0
A0A6G6XSC9,1
A0A6G6XSU5,1
A0A6G6XSY1,1
A0A6G6XT90,0
A0A6G6XTF3,1
A0A6G6XTK4,0
A0A6G6XU35,0
A0A6G6XU84,0
A0A6G6XUR0,1
A0A6G6XVD5,0
A0A6G6XVD6,0
A0A6G6XWW4,0
A0A6G6XXH3,0
A0A6G6XYF7,0
A0A6G6XYN8,0
A0A6G6XYN9,0
A0A6G6XZ82,0
A0A6G6XZA6,0
A0A6G6XZB9,1
A0A6G6XZK0,1
A0A6G6XZQ6,1
A0A6G6Y002,1
A0A6G6Y007,1
A0A6G6Y0R1,1
A0A6G6Y0X8,1
A0A6G6Y107,1
A0A6G8QW11,0
A0A6G8QX72,0
A0A6G8QXA9,0
A0A6G8QXB9,0
A0A6G8QZ27,0
A0A6G8QZZ6,0
A0A6G8R0A5,1
A0A6G8R0E7,1
A0A6G8R0K1,1
A0A6G8R1C6,1
A0A6G8R1D9,1
A0A6G8R216,1
A0A6G8R2C8,1
A0A6G8R2J0,1
A0A6G8R2M7,1
A0A6G8R2T2,1
A0A6G8R2Y3,1
A0A6G8R301,1
A0A6G8R318,1
A0A6G8R3H3,1
A0A6G8R3L3,1
A0A6G8R3R1,0
A0A6G8R436,0
A0A6G8R4E1,0
A0A6G8R4S5,0
A0A6G8R582,0
A0A6G8R5Z4,0
A0A6G8R6P6,0
A0A6G8R6S1,0
A0A6G8R6U4,0
A0A6G8R767,0
A0A6G8R800,0
A0A6G8R816,0
A0A6G8R8R5,0
A0A6G8R8S5,0
A0A6G8R980,0
A0A6G8R9D7,0
A0A6G8R9P7,0
A0A6G8RA53,0
A0A6G8RAF3,0
A0A6G8RAI9,0
A0A6G8RAM6,0
A0A6G8RAU6,0
A0A6G8RB12,0
A0A6G8RBD5,0
A0A6G8RBM6,0
A0A6G8RBP2,0
A0A6G8RBS1,0
A0A6G8RC58,0
A0A6G8RCI1,0
A0A6G8RCL3,0
A0A6G8RCW2,0
A0A6G8RDV8,0
A0A6G8RDW9,0
A0A6G8REC6,0
A0A6G8REE1,0
A0A6G8REV6,0
A0A6G8RFF4,0
A0A6G8RFP3,0
A0A6G8RGE4,0
A0A6G8RGR2,0
A0A6G8RH41,0
A0A6G8RHP4,0
A0A6G8RI66,0
A0A6G8RI76,0
A0A6G8RIP5,0
A0A6G8RJ94,0
A0A6G8RJT6,0
A0A6G8RKB0,0
A0A6G8RKN5,0
A0A6G8RL64,0
A0A6G8RLH4,0
A0A6G8RLW4,0
A0A6G8RLY5,0
A0A6G8RLY7,0
A0A6G8RM90,0
A0A6G8RMU2,0
A0A6G8RMY8,0
A0A6G8RNC6,0
A0A6G8RND9,0
A0A6G8RNS1,0
A0A6G8RNY8,0
A0A6G8RPE0,0
A0A6G8RPL3,0
A0A6G8RQ18,0
A0A6G8RQB1,0
A0A6G8RQD2,0
A0A6G8RQR6,0
A0A6G8RQY2,0
A0A6G8RR29,0
A0A6G9L7E2,0
A0A6G9L7V8,0
A0A6G9L8D2,1
A0A6G9L8H4,0
A0A6G9L8P0,0
A0A6G9L9E5,0
A0A6G9L9I1,0
A0A6G9L9W0,0
A0A6G9LA67,0
A0A6G9LA85,0
A0A6G9LB03,0
A0A6G9LB46,1
A0A6G9LB64,1
A0A6G9LBD8,1
A0A6G9LBG1,0
A0A6G9LBR5,1
A0A6G9LBT2,0
A0A6G9LBV7,1
A0A6G9LC08,1
A0A6G9LC98,1
A0A6G9LCM5,1
A0A6G9LCY6,1
A0A6G9LD01,1
A0A6G9LDR4,1
A0A6G9LFP9,0
A0A6G9LG86,0
A0A6G9LG91,0
A0A6G9LGB8,1
A0A6G9LGS1,0
A0A6G9LGW6,0
A0A6G9LH12,0
A0A6G9LHE4,0
A0A6G9LHG6,0
A0A6G9LHR6,0
A0A6G9LI11,0
A0A6G9LIA1,0
A0A6G9LIN9,0
A0A6G9LIU0,0
A0A6G9LIU1,0
A0A6G9LJ36,0
A0A6G9LJ89,0
A0A6G9LJH9,0
A0A6G9LKB0,0
A0A6G9LKB8,0
A0A6G9LKU2,1
A0A6G9LL19,1
A0A6G9LLP9,0
A0A6G9LMM4,0
A0A6G9LMQ2,0
A0A6G9LMZ0,0
A0A6G9LN58,0
A0A6G9LN89,0
A0A6G9LNY4,0
A0A6G9LP24,1
A0A6G9LPA9,0
A0A6G9LPW6,0
A0A6G9LQ37,0
A0A6G9LQ70,0
A0A6G9LQE9,0
A0A6G9LR06,1
A0A6G9LR51,0
A0A6G9LS81,0
A0A6G9LSA2,0
A0A6G9LSG3,0
A0A6G9LU57,0
A0A6G9LU67,0
A0A6H0D9E5,0
A0A6H0QUR4,0
A0A6H0QVG0,0
A0A6H0QWX5,0
A0A6H0X287,0
A0A6H0X291,0
A0A6H0X2J3,0
A0A6H0X2U1,0
A0A6H0X2X5,0
A0A6H0X352,0
A0A6H0X3K3,0
A0A6H0X3R0,0
A0A6H0X3W8,0
A0A6H0X4A0,0
A0A6H0X4T6,0
A0A6H0X4V9,0
A0A6H0X5F1,1
A0A6H0X5Q5,0
A0A6H0X6E1,1
A0A6H0X6J4,1
A0A6H0X6W5,0
A0A6H0X6Y1,0
A0A6H0X8E4,0
A0A6H0X8J6,0
A0A6H0X8S0,0
A0A6H0XA31,0
A0A6H0XAL2,0
A0A6H0XAU5,0
A0A6H0XAZ7,0
A0A6H1Z5X2,0
A0A6H1Z6J9,0
A0A6H1Z6N9,0
A0A6H2A7G0,1
A0A6H2A7Z4,1
A0A6H2A8H9,0
A0A6H2A9J5,0
A0A6H2A9W0,0
A0A6H2AA95,0
A0A6I8WFH2,0
A0A6J3ZUV3,0
A0A6J3ZUW5,0
A0A6J3ZVX4,0
A0A6J4D3Z2,1
A0A6J4EF85,0
A0A6J4EFW7,0
A0A6J4EHU4,0
A0A6J5YJS8,0
A0A6L1C7Q2,0
A0A6M2VAK9,0
A0A6M2VB16,0
A0A6M2VB91,0
A0A6M2VBA3,0
A0A6M2VBZ5,0
A0A6M2VE84,0
A0A6M2VG34,0
A0A6M2YBG1,0
A0A6M2YBM7,1
A0A6M2YDJ0,1
A0A6M2YDL9,1
A0A6M2YFT1,0
A0A6M2YSH4,0
A0A6M2YSS8,1
A0A6M2Z157,1
A0A6M2Z1M8,1
A0A6M2Z201,1
A0A6M2Z6I8,1
A0A6M2Z6W9,0
A0A6M2ZHL6,0
A0A6M3A3C9,1
A0A6M3A3F6,0
A0A6M3AJR8,0
A0A6M3AJV5,0
A0A6M3AK12,0
A0A6M3BDU4,1
A0A6M3BE13,1
A0A6M3BEB5,1
A0A6M3BEF4,1
A0A6M3BEM5,1
A0A6M3BET4,1
A0A6M3BF03,1
A0A6M3BF05,1
A0A6M3BJ52,0
A0A6M3G8P2,0
A0A6M3G8X5,0
A0A6M3H3L0,0
A0A6M3H7X7,0
A0A6M3I0C4,0
A0A6M3SUI5,1
A0A6M3SV16,1
A0A6M3SV45,1
A0A6M3SVJ2,1
A0A6M3SVU3,1
A0A6M3SVZ4,1
A0A6M3SWZ9,1
A0A6M3SXH1,1
A0A6M3SXR2,1
A0A6M3SYM6,1
A0A6M3SZ09,1
A0A6M3SZD1,1
A0A6M3SZS9,1
A0A6M3T017,1
A0A6M3T0U5,1
A0A6M3T0Z5,1
A0A6M3T118,1
A0A6M3T1A2,1
A0A6M3T1H7,1
A0A6M3T1S5,1
A0A6M3T272,1
A0A6M3T2C1,1
A0A6M3T2S7,1
A0A6M3T317,1
A0A6M3T3A7,1
A0A6M3T3H7,1
A0A6M3T3H9,1
A0A6M3T3X1,1
A0A6M3T401,1
A0A6M3T4T6,1
A0A6M3T5F5,1
A0A6M3T5W6,1
A0A6M3T5X5,1
A0A6M3T614,1
A0A6M3T629,1
A0A6M3T6M1,1
A0A6M3T793,1
A0A6M3T7D2,1
A0A6M3T7J4,1
A0A6M3T7V5,1
A0A6M3T8C8,0
A0A6M3T8G4,1
A0A6M3T8K4,0
A0A6M3T8S4,0
A0A6M3T903,1
A0A6M3T999,1
A0A6M3T9D6,1
A0A6M3T9D7,1
A0A6M3T9G2,1
A0A6M3T9L6,1
A0A6M3T9L9,1
A0A6M3T9W2,0
A0A6M3TA00,0
A0A6M3TA27,0
A0A6M3TAN9,1
A0A6M3TB54,1
A0A6M3TB74,1
A0A6M3TBG7,1
A0A6M3TBI6,1
A0A6M3TBZ9,1
A0A6M3TCH1,0
A0A6M3TCR9,0
A0A6M3TCW7,0
A0A6M3TD31,0
A0A6M3TDA4,0
A0A6M3TDJ6,0
A0A6M3TDJ9,0
A0A6M3TDR0,0
A0A6M3TDY4,0
A0A6M3TEE1,0
A0A6M3WH46,0
A0A6M3YJ24,0
A0A6M3YJE9,0
A0A6M3YLL6,0
A0A6M3YMQ9,0
A0A6M3YND9,0
A0A6M3YP60,1
A0A6M3YPC5,0
A0A6M3YT18,0
A0A6M4B769,0
A0A6M4BCE8,0
A0A6M4ESU3,0
A0A6M4ETZ8,0
A0A6M5C8W4,0
A0A6M5C909,0
A0A6M5C960,0
A0A6M5C9F4,0
A0A6M5CA00,1
A0A6M5CBA3,0
A0A6M5CBG7,0
A0A6M5CBT5,0
A0A6M5CBU4,0
A0A6M5CBU9,1
A0A6M5CCK1,0
A0A6M5CCW8,1
A0A6M5CDP1,0
A0A6M5CEI4,0
A0A6M8F9D6,1
A0A6M8FN65,1
A0A6M9BKV0,0
A0A6M9EFW9,0
A0A6M9EJ31,0
A0A6M9QBN7,0
A0A6M9X5Z1,1
A0A6M9YZF6,0
A0A6M9YZV3,1
A0A6M9Z0R2,0
A0A6M9Z182,0
A0A6M9Z1X2,0
A0A6M9Z289,0
A0A6M9Z395,1
A0A6M9Z3A4,0
A0A6M9Z3I5,1
A0A6M9Z3K7,0
A0A6M9Z3L3,0
A0A6M9Z3L4,1
A0A6M9Z3S4,1
A0A6M9Z4U3,1
A0A6M9Z572,1
A0A6M9Z5D4,0
A0A6M9Z5G4,1
A0A6M9Z5P1,0
A0A6M9Z6K3,0
A0A6M9Z6K4,0
A0A6M9Z701,1
A0A6M9Z7M6,1
A0A6M9Z9S7,1
A0A6N0A3K1,1
A0A6N0A3P1,1
A0A6N0A576,1
A0A6N0A5N3,1
A0A6N0A7B5,1
A0A6N0A8J9,1
A0A6N0A8Q1,1
A0A6N1W257,1
A0A6N3IKS1,1
A0A6N3IKS3,1
A0A6N3ISM5,1
A0A6N3IVY5,1
A0A6S4IQL3,1
A0A6S6MG30,1
A0A6S6YIG1,0
A0A6V7B5V6,1
A0A6V7BBN5,1
A0A6V7BDJ2,1
A0A6V7BE93,1
A0A6V7BEH4,1
A0A6V7C7Q7,1
A0A7D0GH56,1
A0A7D0GHJ6,1
A0A7D0GHL8,1
A0A7D0GHM4,1
A0A7D0GHU3,1
A0A7D0GHX2,1
A0A7D0GIS4,1
A0A7D0GJQ1,1
A0A7D0GJU3,1
A0A7D0GP16,0
A0A7D0GQ27,0
A0A7D0KF34,1
A0A7D0KHG1,1
A0A7D0KIJ0,1
A0A7D0KJV2,1
A0A7D0KK35,1
A0A7D0KMJ6,0
A0A7D0KVD7,1
A0A7D0KVW1,1
A0A7D0NEJ1,0
A0A7D0PL93,0
A0A7D0PLK5,0
A0A7D0TNH7,0
A0A7D0TNR2,0
A0A7D0TPB0,0
A0A7D0TPI2,0
A0A7D2HG50,0
A0A7D2HHD8,0
A0A7D3QIX2,0
A0A7D3QJK6,0
A0A7D3QLQ2,0
A0A7D3QMX8,1
A0A7D3QPY5,0
A0A7D3UH93,0
A0A7D3UHB0,0
A0A7D3UHM3,0
A0A7D3UIS5,0
A0A7D3UIZ9,0
A0A7D3UK14,0
A0A7D3UKI4,0
A0A7D3UL01,0
A0A7D3ULF7,0
A0A7D3ULZ2,1
A0A7D3UN36,0
A0A7D3UVD4,0
A0A7D3UWY4,0
A0A7D3V2D8,1
A0A7D3V4A2,0
A0A7D3V4M6,0
A0A7D4V027,0
A0A7D4XKD5,0
A0A7D4ZBY3,0
A0A7D5BGL8,0
A0A7D5BH06,0
A0A7D5BIS8,1
A0A7D5BVT9,1
A0A7D5DSV7,0
A0A7D5DUJ9,0
A0A7D5DV87,0
A0A7D5FJ75,0
A0A7D5FL50,1
A0A7D5FL81,1
A0A7D5FN01,0
A0A7D5FN11,1
A0A7D5FPA1,0
A0A7D5FPQ2,0
A0A7D5FPQ3,0
A0A7D5FQ35,0
A0A7D5FQV5,0
A0A7D5FR85,1
A0A7D5FR90,1
A0A7D5FRM1,0
A0A7D5FRZ9,0
A0A7D5FSF9,1
A0A7D5FUT4,0
A0A7D5FVE8,0
A0A7D5G2Y9,1
A0A7D5JD11,0
A0A7D5JFP5,0
A0A7D5JG33,0
A0A7D5JGS8,1
A0A7D5JIZ6,0
A0A7D5JJ38,1
A0A7D5JKK1,1
A0A7D5JMQ5,0
A0A7D5JNL0,0
A0A7D5JNP6,0
A0A7D5JNQ5,0
A0A7D5JP49,1
A0A7D5JQC3,0
A0A7D5JQP1,1
A0A7D5JQW9,1
A0A7D5JRN0,1
A0A7D5JRQ9,0
A0A7D5JS18,0
A0A7D5JSM2,1
A0A7D5JSR0,1
A0A7D5K5Q3,1
A0A7D5K9Q6,0
A0A7D5KAL8,1
A0A7D5Q8H5,0
A0A7D5QCE8,0
A0A7D5U0R0,0
A0A7D5U564,0
A0A7D5U6Q0,0
A0A7D7EM12,0
A0A7D7EN27,0
A0A7D7ERI5,0
A0A7D7ESD0,0
A0A7D7ESH3,0
A0A7D7EX89,0
A0A7D7F147,0
A0A7D7F198,0
A0A7D7F1Z8,0
A0A7D7F2S2,0
A0A7D7F2T8,0
A0A7D7F320,0
A0A7D7F387,0
A0A7D7F399,0
A0A7D7F3J1,0
A0A7D7F564,0
A0A7D7F5J8,0
A0A7D7F5N7,0
A0A7D7F6C5,0
A0A7D7F6U2,0
A0A7D7F716,0
A0A7D7F7D7,1
A0A7D7F7S0,0
A0A7D7F7T0,0
A0A7D7F7V3,0
A0A7D7F883,0
A0A7D7F8U1,0
A0A7D7F8Z5,0
A0A7D7F970,0
A0A7D7F9D2,0
A0A7D7FAX3,0
A0A7D7FB04,0
A0A7D7FD24,0
A0A7D7FD64,0
A0A7D7FED0,0
A0A7D7FES4,0
A0A7D7FG72,0
A0A7D7FGA8,0
A0A7D7FJE9,0
A0A7D7FNI4,0
A0A7D7FSV0,0
A0A7D7FW07,0
A0A7D7IBZ3,0
A0A7D7ICB7,0
A0A7D7IL51,0
A0A7D7INU4,0
A0A7D7IP50,0
A0A7D7IQY7,0
A0A7D7IR54,0
A0A7D7IT10,0
A0A7D7IT90,0
A0A7D7ITF7,0
A0A7D7ITS6,0
A0A7D7IVF4,0
A0A7D7IX92,0
A0A7D7IZR9,0
A0A7D7J064,0
A0A7D7J2E9,0
A0A7D7J6K9,0
A0A7D7J6R6,0
A0A7D7J7K5,0
A0A7D7J877,0
A0A7D7J8C6,0
A0A7D7J8X0,0
A0A7D7J951,0
A0A7D7JAC2,0
A0A7D7JBZ2,0
A0A7D7JEM8,1
A0A7D7JES3,0
A0A7D7JEW6,0
A0A7D7JFY7,0
A0A7D7JI10,0
A0A7D7JJ48,0
A0A7D7JKM6,0
A0A7D7JKY1,0
A0A7D7JLC9,0
A0A7D7JLG4,0
A0A7D7JPF7,0
A0A7D7JRF6,0
A0A7D7JRW3,0
A0A7D7JT26,0
A0A7D7JT89,0
A0A7D7JU28,0
A0A7D7JVU1,0
A0A7D7JVY1,0
A0A7D7JZC2,0
A0A7D7K0H0,0
A0A7D7K100,0
A0A7D7KJ61,0
A0A7D7KKI1,1
A0A7D9NLS9,0
A0A7G0Y2F4,0
A0A7G1GM78,0
A0A7G1KWJ0,1
A0A7G3HZ13,0
A0A7G3HZ39,0
A0A7G3HZ60,0
A0A7G3HZH2,0
A0A7G3HZW4,0
A0A7G3HZZ7,0
A0A7G3I113,0
A0A7G3I195,0
A0A7G3I1F3,0
A0A7G3I202,0
A0A7G3I3T1,0
A0A7G3I402,0
A0A7G3I434,0
A0A7G3KB11,0
A0A7G3KB17,0
A0A7G3M6Z8,0
A0A7G3M832,0
A0A7G3M9T8,0
A0A7G3MI64,1
A0A7G3MID4,1
A0A7G3MIP0,1
A0A7G3MJ71,1
A0A7G3MJ83,1
A0A7G3MJY3,1
A0A7G3MK89,1
A0A7G3MKZ3,1
A0A7G3ML27,1
A0A7G3MLC5,1
A0A7G3MLJ2,1
A0A7G3MLY5,1
A0A7G3MLY9,1
A0A7G3MM60,1
A0A7G3MMN1,1
A0A7G3MNF8,1
A0A7G3MNM0,1
A0A7G3MNX2,1
A0A7G3MPA4,1
A0A7G3MPQ9,1
A0A7G3MQL2,1
A0A7G3MQN8,1
A0A7G3MR02,1
A0A7G3MS80,1
A0A7G3MTF7,1
A0A7G3MUK0,1
A0A7G3NZN4,0
A0A7G3RZW8,1
A0A7G3T113,0
A0A7G3T7D1,0
A0A7G3V9I7,1
A0A7G3V9K6,1
A0A7G3VA26,1
A0A7G3VC14,1
A0A7G3VC76,1
A0A7G3VC96,1
A0A7G3VCC1,1
A0A7G3VCF3,1
A0A7G3VCG0,1
A0A7G3VCT3,1
A0A7G3VCX0,1
A0A7G3VP30,0
A0A7G3WCZ0,0
A0A7G3WD22,0
A0A7G3WH50,0
A0A7G3WHV3,1
A0A7G3WHY6,1
A0A7G3WWI2,1
A0A7G3WWN7,0
A0A7G4AVS3,1
A0A7G4AVY1,1
A0A7G4AVY6,1
A0A7G4AW96,1
A0A7G4AWM5,1
A0A7G4AWY0,1
A0A7G4AX32,1
A0A7G4AX58,1
A0A7G5AYI9,0
A0A7G5AYP9,0
A0A7G5B058,0
A0A7G5B7Q5,0
A0A7G5B806,0
A0A7G5B839,0
A0A7G5B8B0,0
A0A7G5B8J7,0
A0A7G5B8L6,0
A0A7G5B8Z8,0
A0A7G5B9A6,0
A0A7G5B9G5,0
A0A7G5B9I3,0
A0A7G5B9T4,0
A0A7G5B9X6,0
A0A7G5BA69,0
A0A7G5BAE6,0
A0A7G5BAN7,0
A0A7G5BAQ1,0
A0A7G5BAZ4,0
A0A7G5BB50,0
A0A7G5BBF0,0
A0A7G5BBJ5,0
A0A7G5BBP0,0
A0A7G5BCK5,0
A0A7G5BCL5,0
A0A7G5BCT8,0
A0A7G5CF25,0
A0A7G5CG30,0
A0A7G5CGK7,1
A0A7G5CH81,1
A0A7G5CHM1,1
A0A7G5CI43,1
A0A7G5CIL8,1
A0A7G7NBL4,0
A0A7G7WVA2,1
A0A7G7WWT1,0
A0A7G7WXW0,0
A0A7G7YB61,0
A0A7G8AK53,0
A0A7G8AKD5,1
A0A7G8AKN2,0
A0A7G8AKV2,0
A0A7G8AKW2,0
A0A7G8ALJ4,0
A0A7G8ALM7,0
A0A7G8AMB9,0
A0A7G8AMW0,0
A0A7G8ANB6,0
A0A7G8ANX8,0
A0A7G8L157,0
A0A7G8L1S5,0
A0A7G8L225,0
A0A7G8L2A1,0
A0A7G8L2H7,0
A0A7G8L2Q3,0
A0A7G8L2X9,0
A0A7G8L355,0
A0A7G8L3D1,0
A0A7G8L3K7,0
A0A7G8L3T3,0
A0A7G8L407,0
A0A7G8L481,0
A0A7G8L4F7,0
A0A7G8L4N3,0
A0A7G8L4V9,0
A0A7G8L535,0
A0A7G8L5B1,0
A0A7G8L5I7,0
A0A7G8L5R3,0
A0A7G8L5Y9,0
A0A7G8L665,0
A0A7G8L6E1,0
A0A7G8L6L7,0
A0A7G8L6U3,0
A0A7G8L719,0
A0A7G8L795,0
A0A7G8L7H1,0
A0A7G8L7P7,0
A0A7G8L7X3,0
A0A7G8L849,0
A0A7G8L8C5,0
A0A7G8L8K1,0
A0A7G8L8S7,0
A0A7G8L903,0
A0A7G8L979,0
A0A7G8L9F5,0
A0A7G8L9N1,0
A0A7G8L9V7,0
A0A7G8LA33,0
A0A7G8LAA7,0
A0A7G8LAI3,0
A0A7G8LAY3,0
A0A7G8LB59,0
A0A7G8LC46,0
A0A7G8LD83,0
A0A7G8LDM1,1
A0A7G8LDX5,1
A0A7G8LEE3,1
A0A7G8LEP4,1
A0A7G8LEY3,1
A0A7G8LFN7,1
A0A7G8LFT5,1
A0A7G8LG09,1
A0A7G8LG77,1
A0A7G8LGI2,1
A0A7G8LGT1,1
A0A7G8LH03,1
A0A7G8LH55,1
A0A7G8LHH8,1
A0A7G8LHX3,1
A0A7G8LI87,1
A0A7G8LIK8,1
A0A7G8LIK9,1
A0A7G8LJ63,0
A0A7G8LJC2,0
A0A7G8LJN4,0
A0A7G8LJT5,0
A0A7G8LJY9,1
A0A7G8LKC3,1
A0A7G8LKJ3,1
A0A7G8LKR1,1
A0A7G8LKZ5,1
A0A7G8LL91,1
A0A7G8LLF3,1
A0A7G8LLF4,1
A0A7G8LLL9,1
A0A7G8LLY0,1
A0A7G8LM91,1
A0A7G8LMF4,1
A0A7G8LNL9,1
A0A7G8LPB6,1
A0A7G8LPS2,1
A0A7G8LQ31,1
A0A7G8LQ57,1
A0A7G8LQC8,1
A0A7G8LQJ7,1
A0A7G8LQS4,1
A0A7G8LQY1,1
A0A7G8LRB3,1
A0A7G8Z7X4,0
A0A7G8ZYQ0,0
A0A7G8ZZ10,1
A0A7G8ZZ12,1
A0A7G8ZZL1,1
A0A7G8ZZS2,1
A0A7G9A020,1
A0A7G9A0H2,1
A0A7G9A0M9,1
A0A7G9A0W6,1
A0A7G9A153,1
A0A7G9A178,1
A0A7G9A1J5,1
A0A7G9A1J6,1
A0A7G9A1Y0,1
A0A7G9A224,1
A0A7G9A2B1,1
A0A7G9A2M9,1
A0A7G9A2Z0,1
A0A7G9A347,1
A0A7G9A3I4,1
A0A7G9A3I6,1
A0A7G9A520,1
A0A7G9A5L8,1
A0A7G9IRD1,0
A0A7G9URF8,1
A0A7G9URZ3,1
A0A7G9USI1,1
A0A7G9UT90,0
A0A7G9UTD9,0
A0A7G9UTJ9,0
A0A7G9UTP8,0
A0A7G9UU70,0
A0A7G9UUA6,0
A0A7G9UUR1,0
A0A7G9UV46,0
A0A7G9UVC0,1
A0A7G9UVN1,1
A0A7G9UVS2,1
A0A7G9UVY1,1
A0A7G9UW82,1
A0A7G9UW86,1
A0A7G9UWJ1,1
A0A7G9UXF8,1
A0A7G9UXN1,1
A0A7G9UXW2,1
A0A7G9UY40,1
A0A7G9UYD0,1
A0A7G9UYL5,1
A0A7G9UYL9,1
A0A7G9UZ44,1
A0A7G9UZC3,1
A0A7G9UZC4,1
A0A7G9UZP1,1
A0A7G9UZY3,1
A0A7G9V090,1
A0A7G9V0G3,0
A0A7G9V0U6,0
A0A7G9V1C2,0
A0A7G9V1U2,0
A0A7G9V2B5,0
A0A7G9V2T9,0
A0A7G9V3B2,0
A0A7G9V3V5,0
A0A7G9V3Y9,0
A0A7G9V448,1
A0A7G9V4R6,1
A0A7G9V594,0
A0A7G9V5J7,0
A0A7G9V5X4,0
A0A7G9V6G7,0
A0A7G9V739,0
A0A7G9V7K5,0
A0A7G9V7Y4,0
A0A7G9V8H4,0
A0A7G9V954,0
A0A7G9V9F3,0
A0A7G9V9W9,0
A0A7G9VAF3,0
A0A7G9VAT3,0
A0A7G9VB14,0
A0A7G9VBS0,0
A0A7G9VCD4,0
A0A7G9VCF6,0
A0A7G9VCW7,0
A0A7G9VDS8,0
A0A7G9VDU0,0
A0A7G9VEA2,0
A0A7G9VF62,0
A0A7G9VFM7,0
A0A7G9VFY1,0
A0A7G9VGE2,0
A0A7G9VGV2,0
A0A7G9VHA9,0
A0A7G9VHS6,0
A0A7G9VHZ9,0
A0A7G9VIF6,0
A0A7G9VJ67,0
A0A7G9VJM8,0
A0A7G9VK29,0
A0A7G9VKQ3,0
A0A7G9VKV2,0
A0A7G9VLM3,0
A0A7G9VM40,0
A0A7G9VM50,0
A0A7G9VMR3,0
A0A7G9VNB3,0
A0A7G9VNP3,0
A0A7G9VPA5,0
A0A7G9VPH8,0
A0A7G9VQ62,0
A0A7G9VQD5,0
A0A7G9VR92,0
A0A7G9VRQ9,0
A0A7G9VS12,0
A0A7G9VSJ4,0
A0A7G9VSY8,0
A0A7G9VTA0,0
A0A7G9VTW7,0
A0A7G9VU75,0
A0A7G9VUK4,0
A0A7G9VVF7,0
A0A7G9VVR8,0
A0A7G9VXR9,0
A0A7G9VY40,0
A0A7G9VYK5,0
A0A7G9VYQ2,0
A0A7G9VZ16,0
A0A7G9VZ92,0
A0A7G9VZG4,0
A0A7G9VZP1,0
A0A7G9VZW4,0
A0A7G9W038,0
A0A7G9W097,1
A0A7G9W0J8,1
A0A7G9W0U7,1
A0A7G9W133,1
A0A7G9W1E8,1
A0A7G9W1F2,1
A0A7G9W1R1,1
A0A7G9W222,1
A0A7G9W274,1
A0A7G9W2I2,1
A0A7G9W2V5,1
A0A7G9W354,1
A0A7G9W3D3,0
A0A7G9W3H1,0
A0A7H0X9I6,1
A0A7H0XA31,0
A0A7H0XA90,0
A0A7H0XAU4,1
A0A7H0XB78,0
A0A7H0XBN7,0
A0A7H0XBZ0,1
A0A7H0XC51,1
A0A7H0XC60,0
A0A7H0XCX1,0
A0A7H0XCY1,0
A0A7H0XDK9,0
A0A7H0XDZ6,0
A0A7H0XEA7,0
A0A7H0XEY9,0
A0A7H0XF63,0
A0A7H0XFJ9,0
A0A7H0XFU0,0
A0A7I2,0
A0A7I3,0
A0A7I6HJW2,0
A0A7I6I6H6,0
A0A7I8HQ17,0
A0A7I8HRD9,0
A0A7I8JUP5,0
A0A7I8LM48,0
A0A7I8LP75,0
A0A7I8LPL6,0
A0A7I8LPM1,0
A0A7I8LPZ4,0
A0A7I8N051,0
A0A7I8N0C2,0
A0A7I8N393,0
A0A7I8N3J5,0
A0A7I8N400,0
